ngram_id,ngram,lemmas,freq,probability
436,NMOD:the-DT SBJ:purpose-NN,the purpose,3,NA
437,PMOD:people-NNS NMOD:Jewish-JJ,people Jewish,2,NA
438,NMOD:the-DT SBJ:organization-NN,the organization,1,NA
439,PMOD:people-NNS SBJ:I-PP,people I,1,NA
440,OBJ:people-NNS PMOD:power-NN,people power,1,NA
441,ROOT:the-DT ROOT:Austrian-NP,the Austrian,1,NA
442,NMOD:the-DT ROOT:effect-NN,the effect,1,NA
443,NMOD:the-DT NMOD:former-JJ,the former,1,NA
444,NMOD:the-DT SBJ:institution-NN,the institution,1,NA
445,NMOD:the-DT ADV:defendant-NN,the defendant,1,NA
446,VMOD:the-DT SBJ:Austria-NP,the Austria,1,NA
447,NMOD:the-DT ROOT:leadership-NN,the leadership,1,NA
448,"PMOD:church-NN P:,-,","church ,",5,NA
449,NMOD:the-DT NMOD:slight-JJS,the slight,1,NA
450,VMOD:the-DT SBJ:Fuehrer-NP,the Fuehrer,1,NA
451,SBJ:people-NNS VC:solve-VV,people solve,1,NA
452,NMOD:the-DT NMOD:subversive-JJ,the subversive,1,NA
453,NMOD:the-DT SBJ:result-NN,the result,1,NA
454,NMOD:the-DT ROOT:reason-NN,the reason,1,NA
455,SBJ:people-NNS VC:vote-VV,people vote,1,NA
456,SBJ:people-NNS VC:allow-VVN,people allow,1,NA
457,SBJ:people-NNS OBJ:vote-VV,people vote,1,NA
458,SBJ:people-NNS VC:stand-VV,people stand,1,NA
459,DEP:the-DT VMOD:Green-NP,the Green,1,NA
460,SBJ:people-NNS PRD:able-JJ,people able,2,NA
461,NMOD:the-DT SBJ:document-NNS,the document,2,NA
462,"NMOD:the-DT P:,-,","the ,",1,NA
463,VMOD:the-DT VMOD:Community-NP,the Community,1,NA
464,VMOD:the-DT SBJ:Plan-NP,the Plan,1,NA
465,NMOD:the-DT SBJ:priority-NNS,the priority,1,NA
466,PMOD:people-NNS NMOD:partner-NN,people partner,1,NA
467,NMOD:the-DT ROOT:European-JJ,the European,1,NA
468,NMOD:the-DT SBJ:court-NN,the court,1,NA
469,SBJ:people-NNS PRD:treat-VVP,people treat,1,NA
470,NMOD:the-DT SBJ:move-NN,the move,1,NA
471,SBJ:people-NNS NMOD:say-VVP,people say,1,NA
472,VMOD:no-DT VMOD:Less-NP,no Less,1,NA
473,PMOD:people-NNS NMOD:oppose-VVP,people oppose,1,NA
474,OBJ:people-NNS NMOD:oppose-VVP,people oppose,1,NA
475,P:the-DT DEP:Times-NP,the Times,1,NA
476,NMOD:the-DT NMOD:Cambodian-JJ,the Cambodian,1,NA
477,PMOD:people-NNS ADV:travel-VV,people travel,1,NA
478,P:the-DT DEP:Guardian-NP,the Guardian,1,NA
479,NMOD:the-DT SBJ:law-NN,the law,1,NA
480,DEP:the-DT ROOT:Planned-NP,the Planned,1,NA
481,DEP:the-DT ROOT:American-NP,the American,1,NA
482,NMOD:the-DT SBJ:case-NN,the case,2,NA
483,NMOD:the-DT NMOD:Catholic-JJ,the Catholic,1,NA
484,DEP:the-DT P:St-NP,the St,1,NA
485,P:the-DT DEP:Republican-NP,the Republican,1,NA
486,ROOT:the-DT VMOD:Blessed-NP,the Blessed,1,NA
487,ROOT:the-DT ROOT:Welsh-NP,the Welsh,1,NA
488,NMOD:the-DT SBJ:reliability-NN,the reliability,1,NA
489,NMOD:the-DT NMOD:site-NN,the site,1,NA
490,NMOD:the-DT SBJ:energy-NN,the energy,2,NA
491,NMOD:the-DT SBJ:direction-NN,the direction,1,NA
492,NMOD:the-DT SBJ:year-NNS,the year,2,NA
493,NMOD:the-DT NMOD:reptilian-JJ,the reptilian,2,NA
494,NMOD:the-DT NMOD:old-JJ,the old,5,NA
495,NMOD:the-DT NMOD:original-JJ,the original,1,NA
496,NMOD:the-DT NMOD:Tai-NP,the Tai,1,NA
497,NMOD:the-DT SBJ:population-NN,the population,1,NA
498,NMOD:the-DT NMOD:average-JJ,the average,1,NA
499,DEP:the-DT DEP:new-JJ,the new,1,NA
500,VMOD:the-DT VMOD:Hon.-NP,the Hon.,1,NA
501,NMOD:no-DT NMOD:suitable-JJ,no suitable,1,NA
502,NMOD:the-DT SBJ:brick-NNS,the brick,1,NA
503,NMOD:the-DT SBJ:building-NN,the building,2,NA
504,NMOD:the-DT SBJ:workhouse-NN,the workhouse,1,NA
505,NMOD:the-DT ROOT:history-NN,the history,2,NA
506,NMOD:the-DT NMOD:present-JJ,the present,1,NA
507,NMOD:the-DT SBJ:scope-NN,the scope,1,NA
508,NMOD:the-DT SBJ:matrix-NN,the matrix,1,NA
509,NMOD:the-DT NMOD:remaining-JJ,the remaining,1,NA
510,ROOT:the-DT ROOT:Usability-NP,the Usability,1,NA
511,NMOD:the-DT SBJ:other-NNS,the other,2,NA
512,NMOD:the-DT NMOD:insuremythings.com-NN,the insuremythings.com,2,NA
513,OBJ:people-NNS NMOD:base-VVN,people base,1,NA
514,ROOT:the-DT ROOT:Connect-NP,the Connect,1,NA
515,COORD:people-NNS NMOD:support-VVP,people support,1,NA
516,NMOD:the-DT NMOD:admission-NN,the admission,1,NA
517,DEP:the-DT P:National-NP,the National,1,NA
518,NMOD:the-DT NMOD:evocative-JJ,the evocative,1,NA
519,NMOD:the-DT SBJ:@card@-CD,the @card@,2,NA
520,NMOD:the-DT NMOD:midnight-NN,the midnight,1,NA
521,ROOT:people-NNS NMOD:'s-POS,people 's,1,NA
522,ADV:of-IN PMOD:course-NN,of course,8,NA
523,VMOD:the-DT VMOD:Green-NP,the Green,1,NA
524,CC:and-CC NMOD:first-class-JJ,and first-class,1,NA
525,CC:and-CC NMOD:child-NNS,and child,1,NA
526,CC:and-CC SBJ:Peter-NP,and Peter,1,NA
527,CC:and-CC VMOD:like-IN,and like,1,NA
528,CC:and-CC ADV:know-VVD,and know,1,NA
529,DEP:and-CC PMOD:hurry-NN,and hurry,1,NA
530,NMOD:the-DT ROOT:beautifullest-JJS,the beautifullest,1,NA
531,CC:and-CC PMOD:coal-NNS,and coal,1,NA
532,CC:and-CC ROOT:go-VVD,and go,1,NA
533,SBJ:people-NNS NMOD:high-JJR,people high,1,NA
534,NMOD:the-DT SBJ:train-NN,the train,1,NA
535,CC:and-CC ROOT:know-VVP,and know,1,NA
536,DEP:and-CC ROOT:use-VVD,and use,1,NA
537,CC:and-CC SBJ:train-NN,and train,1,NA
538,SBJ:the-DT ADV:Station-NP,the Station,1,NA
539,NMOD:no-DT SBJ:ďż˝-NN,no ďż˝,1,NA
540,SBJ:people-NNS VC:leave-VV,people leave,1,NA
541,CC:and-CC SBJ:Mother-NP,and Mother,1,NA
542,ROOT:of-IN PMOD:course-NN,of course,2,NA
543,SBJ:people-NNS VC:live-VVN,people live,1,NA
544,DEP:and-CC VMOD:Mrs.-NP,and Mrs.,1,NA
545,CC:and-CC ADV:presently-RB,and presently,1,NA
546,CC:and-CC ADV:later-RBR,and later,1,NA
547,CC:and-CC ROOT:wake-VVD,and wake,1,NA
548,CC:and-CC SBJ:Bobbie-NP,and Bobbie,1,NA
549,"ADV:no-RB P:,-,","no ,",5,NA
550,CC:and-CC VMOD:Peter-NP,and Peter,1,NA
551,CC:and-CC VC:point-VVG,and point,1,NA
552,DEP:and-CC NMOD:old-JJ,and old,1,NA
553,COORD:people-NNS PMOD:train-NN,people train,1,NA
554,SBJ:people-NNS VC:look-VV,people look,1,NA
555,NMOD:the-DT ADV:Times-NP,the Times,1,NA
556,NMOD:no-DT SBJ:offence-NN,no offence,1,NA
557,CC:and-CC ADV:say-VVZ,and say,1,NA
558,NMOD:the-DT SBJ:letter-NN,the letter,1,NA
559,CC:and-CC ROOT:sweetbrier-NN,and sweetbrier,1,NA
560,NMOD:the-DT SBJ:accommodation-NN,the accommodation,1,NA
561,NMOD:the-DT SBJ:property-NN,the property,1,NA
562,NMOD:the-DT PMOD:production-NN,the production,1,NA
563,NMOD:the-DT SBJ:activity-NN,the activity,1,NA
564,NMOD:the-DT ROOT:way-NN,the way,2,NA
565,NMOD:the-DT NMOD:trumpet-NN,the trumpet,1,NA
566,CC:and-CC NMOD:first-JJ,and first,1,NA
567,P:and-CC DEP:yet-RB,and yet,1,NA
568,NMOD:the-DT SBJ:poem-NN,the poem,2,NA
569,CC:and-CC ADV:like-IN,and like,1,NA
570,CC:and-CC PMOD:tomb-NNS,and tomb,1,NA
571,NMOD:the-DT SBJ:desecrator-NN,the desecrator,1,NA
572,NMOD:the-DT OBJ:bolt-NN,the bolt,1,NA
573,AMOD:of-IN SBJ:mortal-NNS,of mortal,1,NA
574,CC:and-CC ROOT:shall-MD,and shall,1,NA
575,NMOD:the-DT OBJ:soul-NN,the soul,1,NA
576,NMOD:the-DT SBJ:patriot-arm-NN,the patriot-arm,1,NA
577,NMOD:the-DT NMOD:sword-NN,the sword,1,NA
578,NMOD:the-DT ROOT:reign-NN,the reign,1,NA
579,CC:and-CC NMOD:bid-NN,and bid,1,NA
580,NMOD:the-DT SBJ:ďż˝demon-breath-NN,the ďż˝demon-breath,1,NA
581,CC:and-CC VMOD:might-MD,and might,1,NA
582,VMOD:the-DT SBJ:Ascension-NP,the Ascension,1,NA
583,DEP:the-DT P:Cape-NP,the Cape,1,NA
584,DEP:and-CC AMOD:yet-RB,and yet,1,NA
585,CC:and-CC PMOD:yet-RB,and yet,1,NA
586,NMOD:the-DT OBJ:land-NN,the land,1,NA
587,NMOD:the-DT SBJ:poet-NN,the poet,1,NA
588,CC:and-CC DEP:Welsh-NP,and Welsh,1,NA
589,NMOD:the-DT SBJ:Roman-NNS,the Roman,1,NA
590,NMOD:the-DT NMOD:burning-NN,the burning,1,NA
591,NMOD:the-DT SBJ:soul-NN,the soul,1,NA
592,NMOD:the-DT ROOT:Saxon-NP,the Saxon,1,NA
593,P:the-DT DEP:Literary-NP,the Literary,1,NA
594,NMOD:the-DT ROOT:Sceptic-JJ,the Sceptic,1,NA
595,DEP:the-DT ROOT:Siege-NP,the Siege,1,NA
596,DEP:the-DT DEP:last-JJ,the last,1,NA
597,DEP:the-DT ROOT:Vespers-NP,the Vespers,1,NA
598,DEP:the-DT DEP:Sister-NP,the Sister,1,NA
599,NMOD:the-DT SBJ:material-NN,the material,1,NA
600,NMOD:the-DT NMOD:change-VVG,the change,1,NA
601,NMOD:the-DT SBJ:cost-NN,the cost,2,NA
602,NMOD:the-DT NMOD:2-CD,the 2,2,NA
603,NMOD:the-DT SBJ:season-NN,the season,1,NA
604,NMOD:the-DT SBJ:thought-NN,the thought,1,NA
605,PMOD:people-NNS COORD:read-VVG,people read,1,NA
606,PMOD:people-NNS PMOD:treatment-NN,people treatment,1,NA
607,NMOD:the-DT SBJ:surge-NN,the surge,1,NA
608,ADV:no-RB SBJ:I-PP,no I,1,NA
609,NMOD:the-DT SBJ:vibrate-VVG,the vibrate,1,NA
610,PRD:people-NNS PMOD:side-NN,people side,1,NA
611,NMOD:the-DT SBJ:medallion-NN,the medallion,2,NA
612,SBJ:people-NNS OBJ:put-VVD,people put,1,NA
613,NMOD:the-DT SBJ:feeling-NN,the feeling,1,NA
614,NMOD:the-DT SBJ:love-NN,the love,1,NA
615,NMOD:no-DT SBJ:sugar-NN,no sugar,1,NA
616,VMOD:the-DT SBJ:SWP-NP,the SWP,1,NA
617,"NMOD:the-DT P:""-``","the """,1,NA
618,NMOD:the-DT NMOD:Nineham-NP,the Nineham,1,NA
619,OBJ:people-NNS PMOD:poverty-NN,people poverty,1,NA
620,PMOD:people-NNS ADV:take-VV,people take,2,NA
621,NMOD:the-DT SBJ:job-NN,the job,1,NA
622,VMOD:the-DT SBJ:Times-NP,the Times,1,NA
623,NMOD:the-DT SBJ:growth-NN,the growth,1,NA
624,OBJ:people-NNS P::-:,people :,1,NA
625,NMOD:the-DT ROOT:dissenter-NNS,the dissenter,1,NA
626,NMOD:church-NN COORD:school-NNS,church school,1,NA
627,NMOD:church-NN OBJ:school-NNS,church school,1,NA
628,NMOD:the-DT SBJ:regimentation-NN,the regimentation,1,NA
629,NMOD:the-DT NMOD:robotic-JJ,the robotic,1,NA
630,NMOD:the-DT NMOD:work-VVG,the work,1,NA
631,NMOD:the-DT NMOD:town-NN,the town,1,NA
632,NMOD:the-DT ROOT:attempt-NN,the attempt,1,NA
633,NMOD:the-DT SBJ:act-NN,the act,1,NA
634,SBJ:the-DT ADV:Edinburgh-NP,the Edinburgh,1,NA
635,NMOD:the-DT OBJ:claim-NN,the claim,1,NA
636,NMOD:the-DT NMOD:temperance-NN,the temperance,1,NA
637,NMOD:the-DT NMOD:Socialist-NP,the Socialist,1,NA
638,CC:and-CC NMOD:personal-JJ,and personal,1,NA
639,NMOD:the-DT ROOT:first-JJ,the first,1,NA
640,NMOD:the-DT VMOD:decade-NN,the decade,1,NA
641,NMOD:the-DT NMOD:ruling-NN,the ruling,1,NA
642,NMOD:people-NNS ROOT:would-MD,people would,1,NA
643,AMOD:of-IN PMOD:course-NN,of course,1,NA
644,NMOD:the-DT ROOT:peril-NNS,the peril,1,NA
645,NMOD:the-DT SBJ:leader-NNS,the leader,1,NA
646,NMOD:the-DT SBJ:right-NN,the right,1,NA
647,ROOT:church-NN P:--:,church -,1,NA
648,NMOD:the-DT SBJ:church-NN,the church,1,NA
649,SBJ:church-NN ROOT:could-MD,church could,1,NA
650,NMOD:the-DT SBJ:advantage-NNS,the advantage,1,NA
651,NMOD:the-DT NMOD:abject-JJ,the abject,1,NA
652,NMOD:the-DT NMOD:terrifying-JJ,the terrifying,1,NA
653,NMOD:the-DT ROOT:circumstance-NNS,the circumstance,1,NA
654,NMOD:the-DT SBJ:crime-NN,the crime,1,NA
655,NMOD:the-DT NMOD:grow-VVG,the grow,1,NA
656,SBJ:people-NNS OBJ:download-NN,people download,1,NA
657,PMOD:people-NNS PMOD:Ireland-NP,people Ireland,1,NA
658,CC:and-CC NMOD:Kings-NP,and Kings,1,NA
659,DEP:of-IN P:the-DT,of the,2,NA
660,P:the-DT DEP:SIXTEENTH-NP,the SIXTEENTH,1,NA
661,P:the-DT DEP:Assembly-NP,the Assembly,1,NA
662,DEP:the-DT DEP:Speaker-NP,the Speaker,1,NA
663,NMOD:the-DT PMOD:chair-NN,the chair,1,NA
664,DEP:the-DT P:Speaker-NP,the Speaker,1,NA
665,NMOD:the-DT SBJ:minute-NNS,the minute,1,NA
666,VMOD:the-DT SBJ:Speaker-NP,the Speaker,2,NA
667,ROOT:the-DT ROOT:Committee-NP,the Committee,1,NA
668,CC:and-CC NMOD:ALLOWANCES-NP,and ALLOWANCES,1,NA
669,NMOD:the-DT SBJ:proposal-NN,the proposal,3,NA
670,NMOD:the-DT COORD:presentation-NN,the presentation,1,NA
671,DEP:the-DT SBJ:Speaker-NP,the Speaker,1,NA
672,VMOD:the-DT VMOD:Home-NP,the Home,1,NA
673,SBJ:people-NNS ADV:could-MD,people could,1,NA
674,SBJ:people-NNS VC:apply-VVN,people apply,1,NA
675,NMOD:the-DT SBJ:situation-NN,the situation,2,NA
676,SBJ:people-NNS PMOD:flee-VVG,people flee,1,NA
677,PRN:people-NNS ROOT:SA-NP,people SA,1,NA
678,NMOD:the-DT PMOD:sex-NN,the sex,1,NA
679,SBJ:people-NNS P:.-SENT,people .,1,NA
680,NMOD:the-DT SBJ:manager-NN,the manager,1,NA
681,PMOD:people-NNS NMOD:like-IN,people like,1,NA
682,SBJ:the-DT ROOT:depart-VVD,the depart,1,NA
683,NMOD:the-DT SBJ:library-NN,the library,1,NA
684,NMOD:the-DT SBJ:report-NN,the report,4,NA
685,NMOD:the-DT SBJ:effect-NNS,the effect,1,NA
686,ROOT:people-NNS NMOD:certain-JJ,people certain,1,NA
687,NMOD:the-DT SBJ:island-NNS,the island,1,NA
688,PMOD:people-NNS NMOD:live-VV,people live,1,NA
689,NMOD:the-DT SBJ:problem-NN,the problem,2,NA
690,NMOD:no-DT NMOD:send-VVG,no send,1,NA
691,DEP:and-CC ROOT:thought-NNS,and thought,1,NA
692,ROOT:and-CC SBJ:RESPONSIBILITIES-NP,and RESPONSIBILITIES,1,NA
693,NMOD:the-DT SBJ:postholder-NN,the postholder,2,NA
694,ADV:the-DT SBJ:ITNTO-NP,the ITNTO,1,NA
695,NMOD:the-DT NMOD:effective-JJ,the effective,1,NA
696,NMOD:the-DT NMOD:ITNTO-NP,the ITNTO,1,NA
697,NMOD:the-DT NMOD:Avenue-NP,the Avenue,1,NA
698,DEP:the-DT ROOT:Crown-NP,the Crown,1,NA
699,NMOD:the-DT NMOD:world-NN,the world,1,NA
700,CC:and-CC NMOD:psychological-JJ,and psychological,1,NA
701,SBJ:people-NNS ROOT:want-VVP,people want,2,NA
702,SBJ:people-NNS OBJ:reach-VV,people reach,1,NA
703,NMOD:the-DT SBJ:trend-NN,the trend,1,NA
704,NMOD:people-NNS PMOD:business-NN,people business,1,NA
705,NMOD:the-DT SBJ:detail-NN,the detail,1,NA
706,NMOD:the-DT ADV:procedure-NN,the procedure,1,NA
707,NMOD:the-DT SBJ:appeal-NN,the appeal,2,NA
708,ROOT:the-DT ROOT:Admiral-NP,the Admiral,1,NA
709,NMOD:the-DT SBJ:plot-NN,the plot,1,NA
710,NMOD:the-DT SBJ:presentation-NN,the presentation,1,NA
711,NMOD:the-DT SBJ:ban-NN,the ban,1,NA
712,NMOD:the-DT NMOD:Brazilian-JJ,the Brazilian,1,NA
713,NMOD:the-DT NMOD:mahogany-NN,the mahogany,1,NA
714,NMOD:the-DT NMOD:illegal-JJ,the illegal,1,NA
715,NMOD:the-DT SBJ:threat-NNS,the threat,1,NA
716,NMOD:the-DT NMOD:zebra-NN,the zebra,1,NA
717,NMOD:the-DT NMOD:front-JJ,the front,1,NA
718,NMOD:the-DT SBJ:retina-NN,the retina,1,NA
719,NMOD:the-DT NMOD:6-CD,the 6,1,NA
720,NMOD:the-DT SBJ:male-NNS,the male,1,NA
721,NMOD:the-DT SBJ:pedipalp-NNS,the pedipalp,1,NA
722,NMOD:the-DT SBJ:spider-NN,the spider,1,NA
723,NMOD:the-DT NMOD:male-JJ,the male,1,NA
724,NMOD:the-DT SBJ:male-NN,the male,1,NA
725,NMOD:the-DT SBJ:image-NNS,the image,1,NA
726,CC:and-CC SBJ:Wanda-NP,and Wanda,1,NA
727,DEP:the-DT DEP:King-NP,the King,1,NA
728,VMOD:the-DT VMOD:English-NP,the English,1,NA
729,NMOD:the-DT VMOD:young-JJ,the young,1,NA
730,DEP:the-DT ROOT:'-POS,the ',1,NA
731,NMOD:the-DT NMOD:ideal-JJ,the ideal,1,NA
732,NMOD:the-DT NMOD:heavy-JJ,the heavy,1,NA
733,SBJ:people-NNS PMOD:enter-VVG,people enter,1,NA
734,"SBJ:the-DT P:""-``","the """,2,NA
735,NMOD:the-DT NMOD:Author-NP,the Author,1,NA
736,DEP:Church-NP ROOT:Chairs-NP,Church Chairs,1,NA
737,NMOD:church-NN PMOD:chair-NNS,church chair,1,NA
738,NMOD:church-NN COORD:seating-NN,church seating,1,NA
739,NMOD:no-DT ADV:theory-NN,no theory,1,NA
740,NMOD:no-DT ROOT:stress-NN,no stress,1,NA
741,VMOD:the-DT VMOD:bad-JJR,the bad,1,NA
742,NMOD:no-DT ROOT:@card@-CD,no @card@,1,NA
743,NMOD:the-DT NMOD:publicity-NN,the publicity,1,NA
744,NMOD:the-DT ROOT:loco-NNS,the loco,1,NA
745,NMOD:the-DT SBJ:school-NNS,the school,1,NA
746,NMOD:the-DT PMOD:information-NN,the information,1,NA
747,NMOD:the-DT PMOD:facility-NNS,the facility,1,NA
748,NMOD:the-DT AMOD:vertically-RB,the vertically,1,NA
749,NMOD:the-DT NMOD:unique-JJ,the unique,1,NA
750,DEP:the-DT ROOT:New-NP,the New,1,NA
751,NMOD:the-DT SBJ:chapter-NNS,the chapter,1,NA
752,PMOD:church-NNS PMOD:Harlem-NP,church Harlem,1,NA
753,NMOD:the-DT SBJ:morrisons-NNS,the morrisons,1,NA
754,VMOD:the-DT VMOD:Graduate-NP,the Graduate,1,NA
755,VMOD:the-DT SBJ:School-NP,the School,1,NA
756,NMOD:the-DT NMOD:cartographic-JJ,the cartographic,1,NA
757,"SBJ:people-NNS P:,-,","people ,",1,NA
758,VMOD:the-DT VMOD:Round-NP,the Round,1,NA
759,PMOD:people-NNS NMOD:build-VVP,people build,1,NA
760,NMOD:the-DT SBJ:wood-NN,the wood,1,NA
761,NMOD:no-DT SBJ:force-NN,no force,1,NA
762,NMOD:the-DT SBJ:wood-NNS,the wood,1,NA
763,NMOD:the-DT SBJ:area-NN,the area,1,NA
764,PMOD:people-NNS COORD:creature-NNS,people creature,1,NA
765,NMOD:the-DT SBJ:drover-NNS,the drover,1,NA
766,NMOD:the-DT SBJ:house-NN,the house,1,NA
767,NMOD:the-DT ADV:post-NNS,the post,1,NA
768,NMOD:the-DT NMOD:green-JJ,the green,1,NA
769,SBJ:people-NNS ROOT:work-VVD,people work,1,NA
770,NMOD:no-DT NMOD:planning-NN,no planning,1,NA
771,NMOD:the-DT NMOD:46-year-old-JJ,the 46-year-old,1,NA
772,NMOD:the-DT NMOD:4-pound-JJ,the 4-pound,1,NA
773,DEP:of-IN NMOD:wachovia-NN,of wachovia,1,NA
774,NMOD:the-DT NMOD:language-NNS,the language,1,NA
775,NMOD:the-DT DEP:history-NN,the history,1,NA
776,VMOD:the-DT SBJ:English-NP,the English,1,NA
777,NMOD:the-DT NMOD:English-JJ,the English,1,NA
778,DEP:the-DT VMOD:real-JJ,the real,1,NA
779,NMOD:the-DT SBJ:French-NNS,the French,1,NA
780,VMOD:the-DT VMOD:Language-NP,the Language,1,NA
781,ROOT:people-NNS P:?-SENT,people ?,1,NA
782,NMOD:the-DT NMOD:sting-NN,the sting,1,NA
783,NMOD:the-DT NMOD:art-NN,the art,1,NA
784,NMOD:the-DT NMOD:propose-VVN,the propose,1,NA
785,NMOD:the-DT SBJ:merger-NN,the merger,1,NA
786,NMOD:the-DT ROOT:party-NNS,the party,1,NA
787,NMOD:the-DT NMOD:gross-JJ,the gross,1,NA
788,NMOD:the-DT SBJ:party-NNS,the party,2,NA
789,NMOD:the-DT NMOD:primary-JJ,the primary,2,NA
790,NMOD:the-DT ROOT:change-NNS,the change,1,NA
791,NMOD:the-DT SBJ:property-NNS,the property,1,NA
792,NMOD:the-DT NMOD:party-NNS,the party,1,NA
793,NMOD:the-DT ROOT:fact-NN,the fact,1,NA
794,NMOD:the-DT NMOD:large-JJS,the large,1,NA
795,NMOD:no-DT NMOD:significant-JJ,no significant,1,NA
796,OBJ:people-NNS P:--:,people -,1,NA
797,NMOD:the-DT SBJ:paper-NN,the paper,3,NA
798,NMOD:the-DT SBJ:study-NN,the study,3,NA
799,NMOD:the-DT ROOT:importance-NN,the importance,2,NA
800,NMOD:the-DT NMOD:paper-NN,the paper,1,NA
801,VMOD:the-DT SBJ:White-NP,the White,1,NA
802,VMOD:the-DT VMOD:White-NP,the White,1,NA
803,NMOD:the-DT SBJ:author-NN,the author,1,NA
804,NMOD:the-DT NMOD:policy-NN,the policy,1,NA
805,NMOD:the-DT NMOD:transition-NN,the transition,1,NA
806,NMOD:the-DT NMOD:project-NN,the project,1,NA
807,PMOD:people-NNS COORD:impact-NN,people impact,1,NA
808,NMOD:the-DT SBJ:role-NN,the role,1,NA
809,PMOD:people-NNS COORD:increase-VV,people increase,1,NA
810,NMOD:the-DT SBJ:finding-NNS,the finding,2,NA
811,NMOD:the-DT NMOD:brewery-NN,the brewery,1,NA
812,NMOD:the-DT COORD:whole-NN,the whole,1,NA
813,NMOD:the-DT ROOT:premise-NNS,the premise,1,NA
814,NMOD:the-DT SBJ:entrance-NN,the entrance,1,NA
815,DEP:the-DT VMOD:Three-NP,the Three,1,NA
816,NMOD:the-DT SBJ:brother-NNS,the brother,1,NA
817,SBJ:the-DT VMOD:Home-NP,the Home,1,NA
818,NMOD:the-DT NMOD:revise-VVN,the revise,1,NA
819,NMOD:the-DT SBJ:leaflet-NN,the leaflet,1,NA
820,NMOD:the-DT SBJ:campaign-NN,the campaign,1,NA
821,NMOD:the-DT SBJ:presence-NN,the presence,1,NA
822,NMOD:the-DT SBJ:elderly-JJ,the elderly,1,NA
823,NMOD:the-DT SBJ:procedure-NN,the procedure,1,NA
824,NMOD:the-DT NMOD:small-JJ,the small,1,NA
825,NMOD:the-DT NMOD:fibreoptic-JJ,the fibreoptic,1,NA
826,NMOD:the-DT NMOD:important-JJ,the important,1,NA
827,NMOD:no-DT NMOD:Tuner-NP,no Tuner,2,NA
828,NMOD:no-DT NMOD:DVB-T-NP,no DVB-T,2,NA
829,NMOD:no-DT NMOD:Hauppauge-NP,no Hauppauge,1,NA
830,VMOD:no-DT VMOD:Hauppauge-NP,no Hauppauge,2,NA
831,DEP:no-DT DEP:Hauppauge-NP,no Hauppauge,8,NA
832,DEP:no-DT DEP:Analogue-NP,no Analogue,1,NA
833,SBJ:people-NNS VC:report-VVN,people report,1,NA
834,DEP:no-DT AMOD:Digital-NP,no Digital,1,NA
835,DEP:no-DT DEP:Digital-NP,no Digital,1,NA
836,NMOD:the-DT NMOD:easy-JJS,the easy,1,NA
837,NMOD:the-DT NMOD:DVB-T-NP,the DVB-T,1,NA
838,NMOD:no-DT SBJ:channel-NNS,no channel,1,NA
839,"PMOD:people-NNS P:""-``","people """,2,NA
840,PMOD:people-NNS NMOD:set-VVN,people set,1,NA
841,OBJ:people-NNS NMOD:electrical-JJ,people electrical,1,NA
842,NMOD:the-DT ROOT:nvidia-NN,the nvidia,1,NA
843,NMOD:the-DT NMOD:hire-NN,the hire,1,NA
844,NMOD:the-DT SBJ:countryside-NN,the countryside,1,NA
845,NMOD:the-DT PMOD:falcon-NN,the falcon,1,NA
846,NMOD:the-DT SBJ:village-NN,the village,1,NA
847,DEP:the-DT ROOT:Bridge-NP,the Bridge,1,NA
848,NMOD:the-DT SBJ:weather-NN,the weather,1,NA
849,NMOD:the-DT SBJ:hay-NN,the hay,1,NA
850,"VMOD:the-DT P:""-''","the """,1,NA
851,NMOD:the-DT SBJ:local-NNS,the local,1,NA
852,CC:and-CC SBJ:GOSLINGS-NP,and GOSLINGS,1,NA
853,VMOD:the-DT SBJ:Nene-NP,the Nene,1,NA
854,ROOT:the-DT ROOT:Wash-NP,the Wash,1,NA
855,ROOT:the-DT ROOT:Middle-NP,the Middle,2,NA
856,NMOD:the-DT SBJ:scenery-NN,the scenery,1,NA
857,NMOD:the-DT SBJ:trouble-NN,the trouble,1,NA
858,NMOD:the-DT SBJ:cathedral-NN,the cathedral,1,NA
859,P:the-DT DEP:Wash-NP,the Wash,1,NA
860,NMOD:the-DT SBJ:sign-NN,the sign,1,NA
861,NMOD:no-DT ROOT:entry-NN,no entry,1,NA
862,PMOD:people-NNS OBJ:miss-VVP,people miss,1,NA
863,VMOD:the-DT SBJ:Ouse-NP,the Ouse,1,NA
864,CC:and-CC NMOD:one-CD,and one,1,NA
865,NMOD:the-DT NMOD:Middle-NP,the Middle,1,NA
866,SBJ:people-NNS VMOD:n't-RB,people n't,1,NA
867,CC:and-CC PRD:shall-MD,and shall,1,NA
868,VMOD:the-DT SBJ:TUC-NP,the TUC,1,NA
869,OBJ:people-NNS PMOD:tackle-VVG,people tackle,1,NA
870,NMOD:the-DT NMOD:role-NN,the role,2,NA
871,SBJ:people-NNS OBJ:get-VVP,people get,1,NA
872,NMOD:the-DT SBJ:spider-NNS,the spider,1,NA
873,NMOD:the-DT SBJ:result-NNS,the result,1,NA
874,NMOD:the-DT SBJ:reason-NN,the reason,2,NA
875,NMOD:Church-NP NMOD:'s-POS,Church 's,1,NA
876,NMOD:the-DT ROOT:arrival-NN,the arrival,1,NA
877,NMOD:the-DT NMOD:King-NP,the King,1,NA
878,NMOD:the-DT ADV:French-JJ,the French,1,NA
