norm_id,stat_id,norm.,freq.
2661,1152,break,11
2662,1152,Breaking,2
2663,1152,broke,1
2664,1152,breaking,2
2665,1152,breaks,1
2666,1153,fully,18
2667,1153,Fully,2
2668,1154,tested,2
2669,1154,test,9
2670,1154,Test,2
2671,1154,tests,1
2672,1155,situations,5
2673,1155,situation,20
2674,1156,possible,41
2675,1156,Possible,3
2676,1157,anyhow,1
2677,1157,Anyhow,1
2678,1158,regardless,1
2679,1159,configuration,7
2680,1159,configurations,2
2681,1160,Cisco,1
2682,1161,router,1
2683,1162,interface,4
2684,1163,range,65
2685,1163,ranging,4
2686,1163,ranges,1
2687,1164,inverse,1
2688,1165,html,2
2689,1166,transformation,1
2690,1166,transformations,1
2691,1167,Heather,1
2692,1168,Stern,1
2693,1169,Technical,3
2694,1170,Services,15
2695,1171,web,23
2696,1172,protected,3
2697,1172,protect,8
2698,1172,protects,1
2699,1172,Protecting,1
2700,1172,protecting,3
2701,1172,Protect,1
2702,1173,under,74
2703,1173,Under,11
2704,1174,Laws,5
2705,1175,Commonwealth,3
2706,1176,Universal,2
2707,1177,Conventions,1
2708,1178,Stage,2
2709,1179,Television,2
2710,1180,Reading,12
2711,1180,reading,10
2712,1180,readings,1
2713,1181,Foreign,1
2714,1182,Languages,1
2715,1183,reserved,4
2716,1183,reserve,3
2717,1183,reserves,1
2718,1184,lawfully,1
2719,1185,reproduced,1
2720,1186,photocopying,1
2721,1186,photocopy,1
2722,1187,typescript,1
2723,1188,recording,5
2724,1188,recordings,1
2725,1189,video,15
2726,1189,videos,1
2727,1190,manuscript,1
2728,1190,manuscripts,1
2729,1191,electronic,3
2730,1192,mechanical,6
2731,1193,transmitted,2
2732,1194,stored,4
2733,1194,stores,5
2734,1194,store,8
2735,1195,retrieval,1
2736,1196,permission,6
2737,1196,Permission,1
2738,1197,uk,63
2739,1198,writer,6
2740,1198,writers,6
2741,1198,Writers,1
2742,1199,death,18
2743,1199,deaths,5
2744,1199,Death,3
2745,1200,copyright,8
2746,1200,Copyright,3
2747,1201,protection,8
2748,1202,liable,3
2749,1203,royalty,1
2750,1204,payment,12
2751,1204,Payment,2
2752,1204,Payments,2
2753,1204,payments,10
2754,1205,author,15
2755,1205,authors,5
2756,1205,Authors,1
2757,1205,Author,4
2758,1206,dead,9
2759,1207,affected,10
2760,1207,affect,15
2761,1207,affects,3
2762,1208,unlawful,1
2763,1209,dramatic,5
2764,1210,Copyright,1
2765,1211,protected,1
2766,1212,excerpts,3
2767,1212,excerpt,3
2768,1213,consent,11
2769,1214,agents,7
2770,1214,agent,2
2771,1215,issue,29
2772,1215,issues,45
2773,1215,issued,13
2774,1216,licences,2
2775,1216,licence,6
2776,1216,Licence,1
2777,1217,quoted,4
2778,1217,quotes,3
2779,1217,quote,4
2780,1217,Quote,2
2781,1218,subject,35
2782,1218,subjects,17
2783,1218,Subject,3
2784,1219,variation,6
2785,1219,variations,12
2786,1220,sole,3
2787,1221,discretion,1
2788,1222,premises,12
2789,1223,persons,5
2790,1223,person,21
2791,1224,negotiation,3
2792,1224,negotiations,2
2793,1225,Private,6
2794,1225,private,17
2795,1226,precise,6
2796,1227,representation,2
2797,1228,ceases,1
2798,1228,ceased,3
2799,1228,cease,2
2800,1229,depend,2
2801,1229,Depending,1
2802,1229,depends,4
2803,1229,depending,3
2804,1230,certain,29
2805,1230,Certain,2
2806,1231,hospitals,3
2807,1231,hospital,2
2808,1232,institutions,6
2809,1232,institution,4
2810,1233,safe,20
2811,1233,safer,2
2812,1234,furnish,1
2813,1234,furnished,1
2814,1235,facts,2
2815,1235,fact,25
2816,1236,individual,23
2817,1236,individuals,6
2818,1237,Charity,3
2819,1237,charity,38
2820,1237,charities,8
2821,1237,Charities,1
2822,1238,intended,8
2823,1238,intending,1
2824,1238,intend,3
2825,1238,intends,2
2826,1238,Intended,1
2827,1239,reduce,21
2828,1239,reducing,8
2829,1239,reduced,6
2830,1240,waive,1
2831,1241,arrangement,2
2832,1241,arrangements,9
2833,1242,Performances,2
2834,1243,restrictions,3
2835,1243,restriction,1
2836,1244,overseas,6
2837,1245,Amateurs,1
2838,1245,amateur,2
2839,1246,production,19
2840,1246,productions,4
2841,1246,Production,2
2842,1247,interest,28
2843,1247,interests,14
2844,1247,interested,8
2845,1248,rehearsals,1
2846,1249,theatre,3
2847,1249,theatres,1
2848,1250,hall,6
2849,1250,halls,2
2850,1251,obtained,5
2851,1251,obtaining,2
2852,1251,obtain,5
2853,1252,surcharge,1
2854,1253,Video,10
2855,1254,Recordings,1
2856,1255,recorded,4
2857,1255,record,9
2858,1255,records,7
2859,1255,Records,1
2860,1256,purpose,15
2861,1256,purposes,5
2862,1257,appropriate,19
2863,1258,indicate,4
2864,1258,indicated,7
2865,1258,indicates,1
2866,1259,controls,3
2867,1259,control,27
2868,1259,controlling,3
2869,1260,registering,1
2870,1260,registered,5
2871,1260,register,3
2872,1260,registers,1
2873,1261,copies,9
2874,1261,copy,10
2875,1261,Copies,1
2876,1262,scripts,10
2877,1262,Script,2
2878,1262,script,8
2879,1262,scripting,1
2880,1263,authorise,1
2881,1263,authorised,2
2882,1263,Authorised,1
2883,1264,licensed,4
2884,1264,licenses,1
2885,1265,Comedy,3
2886,1265,comedy,4
2887,1266,collect,6
2888,1266,collected,6
2889,1267,Royalties,1
2890,1268,licensee,1
2891,1269,remains,16
2892,1269,remain,10
2893,1269,remained,1
2894,1269,remaining,1
2895,1270,receipt,9
2896,1270,receipted,1
2897,1271,required,4
2898,1271,Required,1
2899,1272,enquiries,4
2900,1272,enquiry,3
2901,1273,registered,2
2902,1274,piece,14
2903,1274,pieces,9
2904,1275,authorisation,1
2905,1276,reverts,2
2906,1276,revert,2
2907,1277,deemed,5
2908,1277,deems,1
2909,1278,offensive,2
2910,1279,race,13
2911,1279,races,4
2912,1279,racing,6
2913,1280,religion,3
2914,1281,organisation,15
2915,1281,organisations,10
2916,1281,Organisations,2
2917,1282,libellous,1
2918,1283,aforementioned,2
2919,1284,anyway,4
2920,1284,Anyway,2
2921,1285,unsuitable,3
2922,1286,Red,6
2923,1287,Lion,4
2924,1288,nr,1
2925,1289,distinction,7
2926,1290,village,23
2927,1290,villages,4
2928,1291,ale,1
2929,1292,awarded,4
2930,1292,awards,3
2931,1292,award,7
2932,1292,Awards,2
2933,1293,Bronze,2
2934,1294,Pub,1
2935,1295,Hunter,1
2936,1296,running,2
2937,1296,Running,1
2938,1297,popular,13
2939,1298,Address,2
2940,1298,addressed,5
2941,1298,addressing,1
2942,1298,address,9
2943,1298,addresses,3
2944,1299,serving,2
2945,1299,serves,2
2946,1299,serve,5
2947,1299,served,4
2948,1300,Potential,1
2949,1300,potential,27
2950,1301,Economic,13
2951,1302,grown,4
2952,1302,growing,7
2953,1302,grows,3
2954,1302,grow,3
2955,1302,grew,4
2956,1303,significantly,4
2957,1304,drawn,6
2958,1304,draw,7
2959,1304,drawing,3
2960,1304,Drawing,1
2961,1305,variety,12
2962,1305,varieties,1
2963,1306,natural,23
2964,1307,beauty,2
2965,1308,wildlife,5
2966,1309,opportunity,21
2967,1309,opportunities,16
2968,1309,Opportunities,1
2969,1310,whale,1
2970,1310,whales,2
2971,1311,derived,5
2972,1311,derive,1
2973,1311,Derived,1
2974,1312,tourism,10
2975,1313,ranks,8
2976,1313,rank,3
2977,1313,ranked,2
2978,1314,fiscal,5
2979,1315,generate,2
2980,1315,generated,6
2981,1316,billion,6
2982,1317,gsp,1
2983,1318,taxes,1
2984,1319,raised,13
2985,1319,Raise,1
2986,1319,raises,2
2987,1319,raise,4
2988,1319,raising,2
2989,1319,Raising,1
2990,1320,holidays,4
2991,1320,Holiday,1
2992,1320,holiday,1
2993,1321,cruise,2
2994,1321,cruises,1
2995,1322,sailing,1
2996,1322,sail,1
2997,1322,sailed,1
2998,1323,majority,11
2999,1324,ships,3
3000,1324,ship,9
3001,1324,shipping,1
3002,1324,shipped,2
3003,1325,ice,4
3004,1326,free,38
3005,1326,Free,1
3006,1326,freed,1
3007,1327,deep-water,1
3008,1328,Homer,1
3009,1329,refueling,1
3010,1330,stocking,1
3011,1330,stock,6
3012,1331,significant,22
3013,1332,damage,13
3014,1332,damages,2
3015,1332,damaged,5
3016,1333,handling,6
3017,1333,handled,1
3018,1333,handle,5
3019,1334,facilities,19
3020,1334,facility,8
3021,1335,similar,28
3022,1336,magnitude,1
3023,1337,tsunami,7
3024,1338,negative,6
3025,1339,impacts,8
3026,1339,impact,19
3027,1339,Impact,1
3028,1339,impacted,1
3029,1340,Consequently,1
3030,1340,consequently,2
3031,1341,probable,1
3032,1342,major,25
3033,1342,Major,2
3034,1343,incurred,4
3035,1343,incurring,1
3036,1344,moored,6
3037,1344,mooring,2
3038,1344,moor,1
3039,1345,sunk,1
3040,1345,sink,1
3041,1346,destroyed,5
3042,1346,destroy,2
3043,1346,destroying,1
3044,1347,State,16
3045,1348,cancelled,1
3046,1348,cancel,1
3047,1349,perception,2
3048,1349,perceptions,2
3049,1350,danger,5
3050,1350,dangers,1
3051,1351,decline,2
3052,1351,declines,1
3053,1352,bookings,2
3054,1353,insurance,14
3055,1353,insurances,1
3056,1354,loss,10
3057,1354,losses,3
3058,1354,Loss,1
3059,1355,business,48
3060,1355,businesses,5
3061,1355,Business,1
3062,1356,interruption,1
3063,1357,actual,8
3064,1358,economic,25
3065,1359,consequences,6
3066,1359,consequence,1
3067,1359,Consequences,1
3068,1360,predict,1
3069,1360,predicts,1
3070,1360,predicted,1
3071,1361,factors,6
3072,1361,factor,2
3073,1362,severity,1
3074,1363,examining,2
3075,1363,examines,3
3076,1363,examined,3
3077,1363,examine,6
3078,1364,hurricanes,2
3079,1364,Hurricanes,1
3080,1365,illustration,1
3081,1366,much,91
3082,1366,Much,3
3083,1367,sector,17
3084,1367,sectors,2
3085,1367,Sectors,1
3086,1368,surge,3
3087,1369,flooding,2
3088,1370,associated,8
3089,1371,Product,2
3090,1372,gdp,2
3091,1373,restaurants,11
3092,1373,restaurant,1
3093,1374,shops,12
3094,1374,shop,14
3095,1374,shopping,1
3096,1374,shopped,1
3097,1375,subsequent,7
3098,1376,calculated,1
3099,1377,income,8
3100,1377,Income,1
3101,1378,disaster,5
3102,1379,fall,7
3103,1379,falls,3
3104,1379,fallen,4
3105,1379,fell,12
3106,1379,Fall,5
3107,1379,falling,5
3108,1380,Therefore,5
3109,1380,therefore,23
3110,1381,persuaded,1
3111,1381,persuade,1
3112,1381,persuading,2
3113,1382,sprinkle,1
3114,1383,Olympic,2
3115,1383,Olympics,1
3116,1384,stardust,1
3117,1385,prizes,3
3118,1385,prize,3
3119,1386,regatta,5
3120,1386,regattas,2
3121,1387,boat,14
3122,1387,boats,2
3123,1388,spare,4
3124,1388,spared,1
3125,1389,starter,2
3126,1390,complete,17
3127,1390,completed,18
3128,1390,completes,1
3129,1390,completing,2
3130,1390,Complete,2
3131,1391,beginners,1
3132,1391,beginner,1
3133,1392,intervals,1
3134,1393,tidal,2
3135,1394,publicised,2
3136,1395,stories,10
3137,1396,attempt,11
3138,1396,attempts,8
3139,1396,attempting,2
3140,1396,attempted,1
3141,1397,capsized,1
3142,1398,twice,5
3143,1399,blames,1
3144,1399,blame,2
3145,1399,blamed,1
3146,1400,seal,2
3147,1401,Silver,7
3148,1402,Quad,1
3149,1403,pretty,3
3150,1404,reasonable,3
3151,1405,recovery,3
3152,1406,Oh,10
3153,1406,oh,4
3154,1407,Pubs,1
3155,1408,financially,2
3156,1409,selective,4
3157,1410,East,13
3158,1411,spreading,4
3159,1411,spreads,2
3160,1411,spread,12
3161,1412,Tips,2
3162,1412,tips,7
3163,1412,tip,2
3164,1412,tipping,1
3165,1412,tipped,1
3166,1413,benefit,9
3167,1413,benefits,23
3168,1413,benefited,1
3169,1414,hot,10
3170,1414,hotter,4
3171,1414,Hottest,1
3172,1414,Hot,1
3173,1415,temperatures,3
3174,1415,temperature,3
3175,1415,Temperatures,1
3176,1416,lounging,1
3177,1416,lounge,4
3178,1417,racing,10
3179,1418,officials,3
3180,1418,official,12
3181,1419,competitors,7
3182,1420,insects,2
3183,1420,insect,1
3184,1421,biting,1
3185,1422,refreshing,1
3186,1423,cool,6
3187,1423,cooling,5
3188,1423,Cool,1
3189,1423,cooled,2
3190,1424,umpire,2
3191,1424,umpires,1
3192,1425,cooked,3
3193,1425,cook,1
3194,1425,cooks,1
3195,1426,glowing,1
3196,1427,red,26
3197,1428,lack,11
3198,1428,lacks,1
3199,1428,Lack,1
3200,1429,suntan,1
3201,1430,lotion,1
3202,1431,main,46
3203,1431,Main,1
3204,1431,mains,1
3205,1432,focus,10
3206,1432,focuses,2
3207,1432,focussed,1
3208,1432,focused,4
3209,1432,focusing,3
3210,1432,Focusing,1
3211,1432,Focus,1
3212,1433,premier,3
3213,1434,Senior,9
3214,1435,surprising,2
3215,1436,close,14
3216,1436,closed,8
3217,1436,closest,10
3218,1436,closer,1
3219,1436,Closing,1
3220,1436,closes,1
3221,1436,Close,2
3222,1437,especially,13
3223,1438,heats,1
3224,1438,heat,6
3225,1438,Heat,2
3226,1439,quarter,7
3227,1439,Quarter,2
3228,1439,quarters,1
3229,1440,intermediate,5
3230,1441,category,3
3231,1441,categories,5
3232,1442,pull,5
3233,1442,pulls,3
3234,1442,pulling,1
3235,1442,pulled,2
3236,1443,managed,20
3237,1443,manage,11
3238,1443,managing,3
3239,1443,manages,2
3240,1444,booms,2
3241,1444,boomed,1
3242,1445,lengths,4
3243,1445,length,15
3244,1446,lightweight,3
3245,1447,low,18
3246,1447,lowest,4
3247,1447,lower,9
3248,1448,coaches,2
3249,1448,Coaches,1
3250,1448,Coach,1
3251,1448,coach,1
3252,1449,stop,26
3253,1449,stopped,7
3254,1449,stopping,5
3255,1449,Stop,2
3256,1449,stops,2
3257,1450,easily,16
3258,1451,alongside,4
3259,1451,Alongside,1
3260,1452,beaten,1
3261,1452,beats,1
3262,1452,beat,2
3263,1453,favours,1
3264,1453,favour,6
3265,1453,favoured,2
3266,1454,Intermediate,3
3267,1455,minimum,10
3268,1456,belts,1
3269,1456,belted,1
3270,1456,belt,2
3271,1457,criteria,6
3272,1457,criterion,1
3273,1458,hwr,1
3274,1459,killing,2
3275,1459,killed,9
3276,1459,kill,2
3277,1460,circuit,4
3278,1460,Circuit,1
3279,1461,regret,2
3280,1461,regretted,1
3281,1462,eligible,2
3282,1463,honest,3
3283,1464,impression,3
3284,1465,recent,19
3285,1466,tight,4
3286,1467,nail,2
3287,1467,nailed,1
3288,1467,nailing,1
3289,1468,junior,2
3290,1468,Junior,1
3291,1469,Strokes,1
3292,1470,School,19
3293,1471,neck,4
3294,1472,enclosure,1
3295,1473,cracked,1
3296,1473,crack,2
3297,1473,cracks,1
3298,1474,competitive,4
3299,1475,en,2
3300,1476,senior,4
3301,1476,seniors,2
3302,1476,Seniors,1
3303,1477,management,24
3304,1478,rest,12
3305,1478,rested,2
3306,1478,rests,2
3307,1479,ic,1
3308,1480,knocking,2
3309,1480,knock,1
3310,1480,knocked,1
3311,1481,opposition,4
3312,1482,multiple,5
3313,1482,Multiple,1
3314,1483,quads,2
3315,1483,quad,17
3316,1483,Quad,1
3317,1484,Imperial,3
3318,1485,college,6
3319,1485,colleges,2
3320,1486,user,12
3321,1486,users,15
3322,1486,Users,1
3323,1487,unfriendly,1
3324,1488,format,13
3325,1488,formats,3
3326,1488,formatted,1
3327,1488,formatting,1
3328,1489,confides,1
3329,1490,obviously,5
3330,1490,Obviously,1
3331,1491,machine,3
3332,1491,machines,3
3333,1492,trials,2
3334,1492,trial,3
3335,1493,joining,8
3336,1493,joins,3
3337,1493,Join,2
3338,1493,join,13
3339,1493,joined,6
3340,1493,Joining,1
3341,1494,text,5
3342,1494,Text,1
3343,1494,texts,1
3344,1495,scrolling,1
3345,1495,scrolls,1
3346,1495,Scroll,1
3347,1496,across,35
3348,1497,screen,9
3349,1497,screens,1
3350,1498,rowing,4
3351,1499,sheep,4
3352,1500,goats,1
3353,1501,marked,3
3354,1502,quality,37
3355,1502,qualities,1
3356,1503,water,26
3357,1503,watered,1
3358,1503,waters,1
3359,1504,bulk,2
3360,1505,promise,4
3361,1505,promises,3
3362,1505,promised,2
3363,1505,Promise,1
3364,1506,onwards,8
3365,1507,contenders,2
3366,1507,contender,1
3367,1508,light,35
3368,1508,lit,2
3369,1508,lights,2
3370,1508,lighter,1
3371,1508,lightest,1
3372,1508,Light,2
3373,1509,breeze,4
3374,1510,sun,4
3375,1511,dodgy,2
3376,1512,steering,1
3377,1513,Environment,14
3378,1514,Agency,7
3379,1515,buoys,1
3380,1516,Temple,1
3381,1517,enlarge,2
3382,1518,channel,15
3383,1518,channels,10
3384,1518,Channels,5
3385,1519,steaming,1
3386,1519,steam,3
3387,1520,grumpy,1
3388,1521,waiting,6
3389,1521,wait,4
3390,1521,Wait,1
3391,1521,waited,2
3392,1521,Waiting,1
3393,1522,ranting,1
3394,1523,shout,5
3395,1523,shouting,1
3396,1524,Calm,1
3397,1525,Bill,8
3398,1526,invitation,1
3399,1527,river,13
3400,1528,museum,11
3401,1528,museums,2
3402,1529,iv,4
3403,1530,sister,6
3404,1531,rc,1
3405,1532,supposed,1
3406,1532,suppose,4
3407,1533,outcome,4
3408,1533,outcomes,1
3409,1534,stern,1
3410,1535,camera,8
3411,1535,cameras,10
3412,1536,weight,3
3413,1536,Weight,1
3414,1537,heavy,5
3415,1537,heaviest,1
3416,1538,rudder,1
3417,1539,steering,1
3418,1539,steered,2
3419,1540,driftwood,1
3420,1541,moment,11
3421,1541,moments,2
3422,1542,attached,20
3423,1542,attaches,2
3424,1542,attaching,4
3425,1542,attach,10
3426,1543,speed,16
3427,1543,Speed,6
3428,1543,speeds,2
3429,1543,speeding,2
3430,1544,cox,1
3431,1545,slug,2
3432,1546,chew,1
3433,1547,feelers,1
3434,1548,spin,1
3435,1549,meet,31
3436,1549,met,14
3437,1549,Meeting,4
3438,1549,meeting,3
3439,1549,meets,1
3440,1550,fork,1
3441,1551,sound,21
3442,1551,sounds,4
3443,1551,Sound,3
3444,1551,sounding,2
3445,1551,sounded,1
3446,1552,dinner,3
3447,1552,dinners,1
3448,1553,faithful,2
3449,1554,reader,4
3450,1554,readers,8
3451,1555,dates,5
3452,1555,date,15
3453,1555,dated,4
3454,1555,dating,3
3455,1555,Dating,2
3456,1555,Date,1
3457,1556,cough,2
3458,1557,complexion,1
3459,1558,charm,3
3460,1559,conversation,4
3461,1559,Conversations,1
3462,1560,skills,35
3463,1560,Skills,7
3464,1560,skill,1
3465,1561,advanced,7
3466,1562,um,1
3467,1563,height,4
3468,1564,Dan,3
3469,1565,short,28
3470,1565,shorts,1
3471,1565,shorter,1
3472,1565,Short,1
3473,1566,evening,7
3474,1567,head,17
3475,1567,heads,5
3476,1567,heading,4
3477,1567,Head,1
3478,1568,on-line,2
3479,1569,shots,2
3480,1569,shot,4
3481,1570,lake,2
3482,1571,Click,12
3483,1571,click,20
3484,1571,clicking,7
3485,1571,clicked,1
3486,1572,pictures,4
3487,1572,Picture,1
3488,1572,picture,7
3489,1573,Hall,8
3490,1574,Bumps,2
3491,1575,Nothing,4
3492,1575,nothing,27
3493,1576,guaranteed,2
3494,1576,guarantee,7
3495,1576,Guarantee,2
3496,1577,chance,14
3497,1577,chances,2
3498,1578,hell,3
3499,1579,cunning,1
3500,1580,mice,1
3501,1580,mouse,2
3502,1581,er,1
3503,1582,possibly,11
3504,1582,Possibly,1
3505,1583,vs,3
3506,1584,fastest,3
3507,1584,fast,9
3508,1584,Fast,3
3509,1584,faster,2
3510,1585,rowers,2
3511,1585,rower,1
3512,1586,ringer,1
3513,1587,subbed,1
3514,1587,subs,1
3515,1587,sub,2
3516,1588,Wednesday,10
3517,1588,Wednesdays,1
3518,1589,bodies,5
3519,1589,body,28
3520,1589,bodied,1
3521,1590,struggling,5
3522,1590,struggles,3
3523,1590,struggle,3
3524,1591,fill,7
3525,1591,filled,4
3526,1591,filling,4
3527,1592,suggest,7
3528,1592,suggests,10
3529,1592,suggested,6
3530,1592,suggesting,2
3531,1593,precisely,2
3532,1594,mates,2
3533,1594,mate,4
3534,1595,north,1
3535,1595,North,16
3536,1596,university,6
3537,1596,Universities,3
3538,1596,universities,4
3539,1597,grudge,1
3540,1598,trend,3
3541,1599,calender,1
3542,1600,aka,2
3543,1601,Tiles,1
3544,1602,Race,1
3545,1603,proper,14
3546,1604,challenge,11
3547,1604,challenges,6
3548,1604,challenging,1
3549,1605,sponsor,2
3550,1605,sponsored,4
3551,1605,Sponsors,1
3552,1605,sponsors,1
3553,1606,venue,6
3554,1606,venues,5
3555,1607,feat,1
3556,1608,June,26
3557,1609,familiar,2
3558,1610,unlike,1
3559,1610,Unlike,2
3560,1611,bridges,3
3561,1611,bridge,16
3562,1611,bridging,1
3563,1611,bridged,1
3564,1612,introduction,21
3565,1612,Introduction,2
3566,1612,introductions,1
3567,1613,lock,7
3568,1613,locked,1
3569,1613,locks,4
3570,1614,smell,2
3571,1615,spattering,1
3572,1616,passing,1
3573,1616,passes,6
3574,1616,pass,6
3575,1616,passed,13
3576,1616,Passes,1
3577,1617,nippy,1
3578,1618,avenge,1
3579,1619,Disclaimer,1
3580,1620,related,8
3581,1620,Related,2
3582,1621,International,21
3583,1622,Media,28
3584,1622,media,1
3585,1623,Limited,5
3586,1624,educational,8
3587,1624,Educational,1
3588,1625,enjoyment,2
3589,1626,page,45
3590,1626,pages,25
3591,1626,Page,3
3592,1627,fascinated,1
3593,1628,phrase,3
3594,1629,feeling,12
3595,1629,feelings,1
3596,1629,Feelings,1
3597,1630,encounter,2
3598,1630,encounters,2
3599,1631,humanity,2
3600,1631,humanities,1
3601,1632,mission,9
3602,1633,Mars,9
3603,1634,Hood,10
3604,1635,Rescue,6
3605,1636,supervise,5
3606,1636,supervising,1
3607,1637,astronauts,10
3608,1638,Earth,2
3609,1638,earth,1
3610,1639,Field,2
3611,1640,usa,10
3612,1641,progress,8
3613,1641,progressing,2
3614,1642,instructions,9
3615,1642,Instruction,1
3616,1642,instruction,3
3617,1643,controller,12
3618,1643,controllers,1
3619,1644,tower,3
3620,1645,hanger,1
3621,1646,slides,4
3622,1646,slide,4
3623,1647,backwards,2
3624,1648,revealing,2
3625,1648,revealed,3
3626,1648,reveal,2
3627,1648,reveals,3
3628,1649,craft,3
3629,1649,crafted,3
3630,1650,inside,11
3631,1650,Inside,1
3632,1651,missile,1
3633,1652,object,5
3634,1652,objects,7
3635,1653,wheels,4
3636,1653,wheel,1
3637,1654,remote,4
3638,1655,driven,4
3639,1655,drives,68
3640,1655,drive,128
3641,1655,driving,8
3642,1655,Drive,1
3643,1655,drove,2
3644,1656,rear,7
3645,1656,reared,1
3646,1657,clamped,1
3647,1657,clamps,1
3648,1658,robot,1
3649,1659,extends,4
3650,1659,extended,5
3651,1659,extend,3
3652,1659,extending,4
3653,1660,building,28
3654,1660,buildings,16
3655,1660,Building,2
3656,1661,lifting,5
3657,1662,hinge,1
3658,1663,Assembly,3
3659,1663,assembly,3
3660,1663,assemblies,1
3661,1664,phase,6
3662,1664,phased,1
3663,1664,phasing,1
3664,1664,phases,2
3665,1664,Phasing,1
3666,1665,centre,12
3667,1665,centres,5
3668,1665,centred,3
3669,1666,base,23
3670,1666,based,32
3671,1666,Based,2
3672,1666,Base,1
3673,1666,bases,1
3674,1667,Captain,6
3675,1668,Space,6
3676,1669,communicates,1
3677,1669,communicate,2
3678,1669,communicating,1
3679,1670,Dr,63
3680,1671,Grant,8
3681,1672,Ray,3
3682,1673,separate,8
3683,1673,separating,1
3684,1673,Separate,1
3685,1674,capsule,4
3686,1675,safety,30
3687,1675,Safety,5
3688,1676,priority,3
3689,1676,Priorities,2
3690,1676,priorities,6
3691,1677,front,19
3692,1677,Fronting,1
3693,1678,cockpit,2
3694,1679,nose,8
3695,1680,rockets,2
3696,1681,fire,42
3697,1681,fired,8
3698,1681,Fired,1
3699,1681,fires,5
3700,1681,Fire,2
3701,1682,spaceship,1
3702,1683,runway,1
3703,1684,sky,4
3704,1684,skies,3
3705,1684,Skies,1
3706,1685,commence,3
3707,1685,commences,1
3708,1685,commencing,2
3709,1686,chemical,13
3710,1686,chemicals,3
3711,1687,engine,12
3712,1687,engines,5
3713,1688,countdown,1
3714,1689,Unknown,1
3715,1689,unknown,1
3716,1690,saboteur,2
3717,1691,bowels,1
3718,1692,machinery,3
3719,1693,crushes,1
3720,1694,foot,4
3721,1694,feet,7
3722,1695,mask,2
3723,1696,discover,5
3724,1696,discovering,1
3725,1696,discovered,6
3726,1696,Discover,1
3727,1697,elevator,1
3728,1698,jammed,1
3729,1699,downwards,2
3730,1700,ejects,1
3731,1700,ejected,1
3732,1700,eject,1
3733,1701,calculates,1
3734,1701,calculate,3
3735,1702,crash,3
3736,1702,crashes,11
3737,1702,crashing,1
3738,1702,crashed,2
3739,1703,air-sea,1
3740,1704,units,6
3741,1704,unit,18
3742,1704,Unit,3
3743,1705,crawls,1
3744,1705,crawl,2
3745,1706,hatch,4
3746,1707,bail,1
3747,1708,ejector,1
3748,1709,pod,6
3749,1709,Pod,2
3750,1710,depart,1
3751,1710,departing,1
3752,1710,departed,1
3753,1711,explodes,2
3754,1712,lands,6
3755,1712,landed,4
3756,1712,land,32
3757,1712,landing,1
3758,1712,Land,1
3759,1713,meeting,25
3760,1713,meetings,5
3761,1714,president,4
3762,1715,exploration,3
3763,1716,concludes,2
3764,1716,concluded,4
3765,1716,conclude,1
3766,1717,declaring,1
3767,1717,declared,12
3768,1718,sabotage,1
3769,1719,possibility,10
3770,1719,possibilities,7
3771,1720,unanimous,1
3772,1721,vote,9
3773,1721,votes,4
3774,1721,voted,2
3775,1722,positions,4
3776,1722,position,21
3777,1722,positioned,1
3778,1722,Position,2
3779,1723,dissenter,1
3780,1723,dissenters,1
3781,1724,believes,5
3782,1724,believing,2
3783,1724,believe,15
3784,1724,believed,4
3785,1724,Believe,1
3786,1725,security,19
3787,1725,Security,1
3788,1726,appeal,10
3789,1726,appealing,2
3790,1726,appeals,1
3791,1726,Appeal,1
3792,1726,appealed,1
3793,1727,take-off,4
3794,1728,agrees,3
3795,1728,agree,7
3796,1728,agreed,40
3797,1729,coordinate,1
3798,1729,coordinates,1
3799,1729,coordinated,2
3800,1730,escort,2
3801,1730,escorts,1
3802,1731,orbit,3
3803,1732,carrying,1
3804,1733,wonders,2
3805,1733,wondering,3
3806,1733,wonder,6
3807,1733,wondered,1
3808,1734,tea,11
3809,1735,fly,4
3810,1735,flies,1
3811,1735,Flying,1
3812,1736,America,4
3813,1737,immediately,22
3814,1738,representing,3
3815,1738,represent,11
3816,1738,represented,3
3817,1738,represents,2
3818,1739,magazine,10
3819,1739,magazines,6
3820,1740,prepare,7
3821,1740,prepares,6
3822,1740,preparing,5
3823,1740,prepared,5
3824,1740,Prepare,1
3825,1741,Mobile,8
3826,1742,Control,10
3827,1742,control,1
3828,1743,clears,1
3829,1743,clear,28
3830,1743,clearer,2
3831,1743,clearing,1
3832,1743,cleared,1
3833,1743,Clear,1
3834,1744,landing,3
3835,1745,ready,9
3836,1746,attend,5
3837,1746,attending,2
3838,1747,conference,13
3839,1748,journalists,1
3840,1748,journalist,1
3841,1749,side,51
3842,1749,sides,7
3843,1749,Side,1
3844,1750,phone,3
3845,1750,phones,1
3846,1750,phoned,1
3847,1750,phoning,1
3848,1751,admits,1
3849,1751,admitted,9
3850,1751,admit,1
3851,1752,package,5
3852,1752,packaged,3
3853,1752,packages,2
3854,1753,flight,1
3855,1754,pins,4
3856,1755,fab,5
3857,1756,parks,2
3858,1756,park,8
3859,1756,parked,1
3860,1757,detects,1
3861,1757,detect,3
3862,1758,signal,5
3863,1758,signals,3
3864,1759,elects,2
3865,1759,elected,5
3866,1760,deal,14
